Genome	Total_ARGs	blaZ	mecA	mecC	Category	Total_Transporters	Max_Bitscore	Min_Bitscore	Mean_Bitscore	Median_Bitscore	Max_E_Value	Min_E_Value	Mean_E_Value	Median_E_Value	Max_Identity	Min_Identity	Mean_Identity	Median_Identity	Max_Length	Min_Length	Mean_Length	Median_Length
GCA_030289035.1_ASM3028903v1	10	1	0	0	MRSA	140	1436	50.1	213.978571428571	112	2.91e-06	0	2.33547401061359e-08	5.04e-29	100	25.052	38.9877142857143	30.805	710	70	297.635714285714	239.5
GCA_030289095.1_ASM3028909v1	10	1	0	0	MRSA	135	1436	50.1	219.858518518519	113	2.91e-06	0	2.68641384669037e-08	4.84e-30	100	25.052	39.3399777777778	30.962	728	70	306.266666666667	241
GCA_030289115.1_ASM3028911v1	10	2	0	0	MRSA	130	1449	50.1	224.256153846154	115	2.98e-06	0	2.81850083995604e-08	2.6825e-30	100	25.235	39.8749538461538	31.2095	710	70	306.076923076923	244.5
GCA_030289155.1_ASM3028915v1	9	0	0	0	MSSA	129	1446	50.4	225.836434108527	116	1.92e-06	0	2.01532593148306e-08	1.38e-30	100	25.135	39.990007751938	31.336	728	70	309.46511627907	249
GCA_030289175.1_ASM3028917v1	10	1	0	0	MRSA	135	1445	50.1	219.525925925926	113	2.98e-06	0	2.73759592429133e-08	7.12e-30	100	25.141	39.4523851851852	31.25	710	70	304.059259259259	243
GCA_030289215.1_ASM3028921v1	10	1	0	0	MRSA	133	1451	50.1	220.027067669173	113	2.71e-06	0	2.62198048372205e-08	8.58e-30	100	25.235	39.8535338345865	31.333	710	70	300.368421052632	240
GCA_030289235.1_ASM3028923v1	10	1	0	0	MRSA	131	1445	50.1	223.171755725191	114	2.98e-06	0	3.11148992713928e-08	4.17e-30	100	25.14	39.8878396946565	31.28	727	70	306.129770992366	241
GCA_030289255.1_ASM3028925v1	9	1	0	0	MRSA	135	1424	50.1	218.065185185185	113	2.71e-06	0	2.5327189252164e-08	4.97e-29	100	25.275	39.3037185185185	31.218	728	70	300.77037037037	241
GCA_030289295.1_ASM3028929v1	9	0	0	0	MSSA	134	1445	50.1	218.910447761194	114	3.03e-06	0	3.34899951414052e-08	5.935e-30	100	25.21	40.008776119403	31.235	728	70	305.723880597015	243
GCA_030289315.1_ASM3028931v1	10	1	0	0	MRSA	130	1447	50.1	224.286153846154	114	2.98e-06	0	2.55334754390651e-08	5.72e-30	100	25.141	39.9648076923077	31.308	727	70	305.776923076923	240.5
GCA_030289355.1_ASM3028935v1	10	1	0	0	MRSA	136	1436	50.1	216.475735294118	113	2.81e-06	0	4.92140061959491e-08	1.375e-29	100	25.175	39.5486470588235	31.09	727	70	295.977941176471	241
GCA_030289375.1_ASM3028937v1	10	1	0	0	MRSA	139	1432	50.1	215.028776978417	112	2.91e-06	0	2.35227598171807e-08	3.7e-29	100	25.052	39.1025899280576	30.943	710	70	298.964028776978	240
GCA_030289415.1_ASM3028941v1	9	1	0	0	MRSA	139	1424	50.1	213.382014388489	112	2.71e-06	0	2.46358688420485e-08	8.62e-29	100	25.275	38.9253309352518	30.943	728	70	295.791366906475	239
GCA_030289435.1_ASM3028943v1	10	1	0	0	MRSA	136	1453	50.1	218.577205882353	113	2.64e-06	0	2.90518533090986e-08	9.31e-30	100	25.14	39.4989191176471	31.3345	728	70	304.375	242
GCA_030289495.1_ASM3028949v1	9	1	0	0	MRSA	137	1419	50.1	216.182481751825	113	2.71e-06	0	2.56544924941593e-08	4.97e-29	100	25.217	39.606598540146	31.068	728	70	298.153284671533	241
GCA_030289515.1_ASM3028951v1	10	1	0	0	MRSA	130	1444	51.2	224.987692307692	115	5.76e-07	0	5.24592655083323e-09	2.732e-30	100	25.135	39.9357923076923	31.404	728	70	308.761538461538	246
GCA_030289555.1_ASM3028955v1	9	1	0	0	MRSA	137	1419	50.1	216.182481751825	113	2.71e-06	0	2.56544924941593e-08	4.97e-29	100	25.217	39.606598540146	31.068	728	70	298.153284671533	241
GCA_030289575.1_ASM3028957v1	10	1	0	0	MRSA	140	1436	50.1	213.885714285714	112	2.91e-06	0	2.33547405614827e-08	5.04e-29	100	25.052	39.0569428571429	30.9525	710	70	296.628571428571	237.5
GCA_030289615.1_ASM3028961v1	9	1	0	0	MRSA	136	1424	50.1	217.231617647059	113	2.71e-06	0	2.51791303580898e-08	4.52e-29	100	25.131	39.1323602941176	31.0055	728	70	301.830882352941	241
GCA_030289635.1_ASM3028963v1	9	1	0	0	MRSA	136	1453	50.1	217.990441176471	113	2.64e-06	0	2.6960088654819e-08	9.31e-30	100	25.14	39.6402794117647	31.5905	728	70	302.272058823529	240.5
GCA_030289695.1_ASM3028969v1	9	1	0	0	MRSA	136	1424	50.1	217.014705882353	112.5	2.71e-06	0	2.52079342576647e-08	5.675e-29	100	25.275	39.7232352941177	31.143	728	70	298.882352941176	240
GCA_030289715.1_ASM3028971v1	9	1	0	0	MRSA	136	1425	50.1	216.954411764706	112.5	2.71e-06	0	2.51791310954163e-08	5.675e-29	100	25.131	39.1365147058824	31.0055	728	70	301.066176470588	241
GCA_030289755.1_ASM3028975v1	11	1	0	0	MRSA	140	1433	50.1	213.407857142857	112.5	2.91e-06	0	2.33547401043474e-08	2.595e-29	100	25.052	39.5154071428571	30.9525	710	70	296.764285714286	239.5
GCA_030289775.1_ASM3028977v1	10	1	0	0	MRSA	131	1449	50.1	223.249618320611	114	2.96e-06	0	2.78547410681744e-08	4.75e-30	100	25.235	39.8327251908397	31.25	710	70	305.36641221374	243
GCA_030289815.1_ASM3028981v1	10	1	0	0	MRSA	135	1445	50.1	219.558518518519	113	2.98e-06	0	2.73404036258762e-08	7.12e-30	100	25.137	39.4546518518518	31.25	728	70	304.311111111111	243
GCA_030289835.1_ASM3028983v1	9	2	0	0	MRSA	137	1425	50.1	216.18102189781	112	2.71e-06	0	2.49953418173476e-08	4.97e-29	100	25.131	39.0966350364964	31.068	728	70	300.299270072993	241
GCA_030289855.1_ASM3028985v1	10	1	0	0	MRSA	138	1384	50.1	214.090579710145	112	2.83e-06	0	4.83444355798709e-08	4.05e-29	100	25.067	39.6501956521739	30.9525	727	70	295.550724637681	239.5
GCA_030289895.1_ASM3028989v1	9	0	0	0	MSSA	133	1449	50.1	221.037593984962	114	2.83e-06	0	2.67103489408005e-08	7.12e-30	100	25.141	39.4179398496241	30.962	710	70	308.067669172932	243
GCA_030289915.1_ASM3028991v1	9	1	0	0	MRSA	137	1424	50.1	216.07299270073	112	2.71e-06	0	2.49953620368096e-08	6.38e-29	100	25.275	39.0637226277372	30.943	728	70	299.445255474453	240
GCA_030289955.1_ASM3028995v1	11	1	0	0	MRSA	140	1433	50.1	213.407857142857	112.5	2.91e-06	0	2.33547401043474e-08	2.595e-29	100	25.052	39.5154071428571	30.9525	710	70	296.764285714286	239.5
GCA_030289975.1_ASM3028997v1	10	1	0	0	MRSA	144	1436	50.1	210.192361111111	110.5	2.91e-06	0	2.27059971209786e-08	1.835e-28	100	25.052	38.7455902777778	30.6085	710	70	295.069444444444	237.5
GCA_030290015.1_ASM3029001v1	10	2	0	0	MRSA	133	1447	53.9	221.991729323308	113	5.69e-08	0	1.54756249301785e-09	4.28e-30	100	25.034	39.6889248120301	31.336	727	70	307	243
GCA_030290035.1_ASM3029003v1	9	1	0	0	MRSA	136	1424	50.1	217.231617647059	113	2.71e-06	0	2.51791303580898e-08	4.52e-29	100	25.131	39.1323602941176	31.0055	728	70	301.830882352941	241
GCA_030290075.1_ASM3029007v1	9	0	0	0	MSSA	134	1451	50.1	219.257462686567	113.5	2.83e-06	0	2.64737046276975e-08	9.31e-30	100	25.141	39.6778059701493	31.106	710	62	305.888059701493	243
GCA_030290095.1_ASM3029009v1	10	1	0	0	MRSA	144	1436	50.1	208.696527777778	109.5	2.91e-06	0	3.4706480452214e-08	4.95e-28	100	25.052	38.9264722222222	31.0805	710	66	292.798611111111	237.5
GCA_030290155.1_ASM3029015v1	9	1	0	0	MRSA	136	1422	50.1	217.214705882353	112.5	2.71e-06	0	2.51094252958834e-08	6.835e-29	100	25.275	39.1614264705882	31.128	728	70	300.830882352941	241.5
GCA_030290175.1_ASM3029017v1	10	1	0	0	MRSA	135	1445	50.8	219.440740740741	113	1.85e-06	0	1.89700332828392e-08	7.12e-30	100	25.137	39.4675777777778	31.25	728	70	303.97037037037	241
GCA_030290195.1_ASM3029019v1	9	0	0	0	MSSA	132	1451	50.1	222.090909090909	113.5	1.42e-06	0	1.64745491921531e-08	6.665e-30	100	25.225	39.7151060606061	31.106	710	70	304.25	240.5
GCA_030290215.1_ASM3029021v1	11	1	1	0	MRSA	135	1427	50.1	218.104444444444	112	9.6e-07	0	1.29754677634074e-08	6.1e-29	100	25.083	39.3453037037037	31.169	710	70	303.177777777778	242
GCA_030290235.1_ASM3029023v1	10	1	0	0	MRSA	135	1445	50.1	219.367407407407	113	2.98e-06	0	2.73472185035969e-08	7.12e-30	100	25.137	39.4641703703704	31.25	728	70	303.962962962963	241
GCA_030290275.1_ASM3029027v1	11	1	0	0	MRSA	134	1446	50.1	220.322388059701	113	3.03e-06	0	3.00136563098549e-08	4.405e-30	100	25.141	39.5285149253731	31.2915	710	70	305.126865671642	243
GCA_030290295.1_ASM3029029v1	9	1	0	0	MRSA	138	1424	50.1	214.70652173913	112	2.71e-06	0	2.48142562974125e-08	6.835e-29	100	25.275	38.9729565217391	30.9095	710	70	297.782608695652	240
GCA_030290355.1_ASM3029035v1	10	1	0	0	MRSA	131	1453	50.1	223.201526717557	114	3.09e-06	0	2.90600760593033e-08	3.88e-30	100	25.141	39.8308320610687	31.333	710	70	305.870229007634	241
GCA_030290375.1_ASM3029037v1	9	0	0	0	MSSA	133	1449	50.1	221.037593984962	114	2.83e-06	0	2.67103489408005e-08	7.12e-30	100	25.141	39.4179398496241	30.962	710	70	308.067669172932	243
GCA_030290395.1_ASM3029039v1	8	0	0	0	MSSA	138	1424	50.1	214.13115942029	112	2.71e-06	0	2.4814389630759e-08	9.07e-29	100	25.275	38.9633913043478	30.9095	728	70	296.514492753623	239.5
GCA_030290415.1_ASM3029041v1	10	1	0	0	MRSA	136	1436	50.1	218.709558823529	113	2.91e-06	0	2.67871974653405e-08	9.825e-30	100	25.137	39.2944852941176	30.9525	728	70	303.551470588235	240
GCA_030290435.1_ASM3029043v1	10	1	0	0	MRSA	144	1436	50.1	210.192361111111	110.5	2.91e-06	0	2.27059971209786e-08	1.835e-28	100	25.052	38.7455902777778	30.6085	710	70	295.069444444444	237.5
GCA_030290475.1_ASM3029047v1	20	1	1	0	MRSA	132	1451	50.8	223.105303030303	115	6.24e-07	0	6.01409061105974e-09	7.39e-31	100	25.235	39.7854393939394	31.327	710	70	304.75	240.5
GCA_030290495.1_ASM3029049v1	9	0	0	0	MSSA	132	1451	50.1	222.090909090909	113.5	1.42e-06	0	1.64745491921531e-08	6.665e-30	100	25.225	39.7151060606061	31.106	710	70	304.25	240.5
GCA_030290535.1_ASM3029053v1	10	1	0	0	MRSA	143	1436	50.1	210.499300699301	110	2.91e-06	0	2.28114851355043e-08	2.65e-28	100	25.052	38.9144475524476	30.909	710	66	296.321678321678	239
GCA_030290555.1_ASM3029055v1	10	1	0	0	MRSA	132	1450	50.1	222.918939393939	116	2.81e-06	0	2.22627060558772e-08	2.7285e-30	100	25.141	39.5641287878788	31.047	728	70	309.136363636364	244.5
GCA_030290575.1_ASM3029057v1	11	1	0	0	MRSA	139	1436	50.1	215.713669064748	112	2.91e-06	0	2.34725085905978e-08	3.7e-29	100	25.052	39.0204244604317	30.802	728	70	302.776978417266	240
GCA_030290595.1_ASM3029059v1	10	1	0	0	MRSA	138	1436	50.1	215.901449275362	112.5	2.91e-06	0	2.37649553587624e-08	2.595e-29	100	25.052	39.2738913043478	31.106	710	60	298.659420289855	240
GCA_030290615.1_ASM3029061v1	10	1	0	0	MRSA	137	1446	50.1	215.535766423358	112	2.83e-06	0	4.98709934654465e-08	8.84e-29	100	25.067	39.3281605839416	31.25	727	70	295.693430656934	240
GCA_030290635.1_ASM3029063v1	10	1	0	0	MRSA	133	1451	50.1	221	113	2.71e-06	0	2.57928168672957e-08	1.15e-29	100	25.235	39.7493834586466	31.333	710	70	302.609022556391	240
GCA_030290675.1_ASM3029067v1	9	0	0	0	MSSA	133	1449	50.1	221.037593984962	114	2.83e-06	0	2.67103489408005e-08	7.12e-30	100	25.141	39.4179398496241	30.962	710	70	308.067669172932	243
GCA_030290695.1_ASM3029069v1	10	1	0	0	MRSA	130	1447	50.1	224.240769230769	115	2.98e-06	0	2.82228544610076e-08	2.6825e-30	100	25.235	39.8414	31.2095	710	70	306.6	244.5
GCA_030290735.1_ASM3029073v1	10	2	0	0	MRSA	130	1453	50.1	224.126153846154	115	3.06e-06	0	2.90139232045595e-08	2.26e-30	100	25.141	39.8965230769231	31.2765	710	70	306.8	242
GCA_030290755.1_ASM3029075v1	10	1	1	0	MRSA	135	1453	50.1	219.46962962963	114	2.64e-06	0	2.71346076748187e-08	7.12e-30	100	25.14	39.561837037037	31.336	728	70	304.851851851852	241
GCA_030290775.1_ASM3029077v1	10	1	0	0	MRSA	141	1436	50.1	213.041134751773	112	2.91e-06	0	2.29337845043824e-08	6.38e-29	100	25.052	38.9791134751773	30.802	710	70	296.340425531915	239
GCA_030290795.1_ASM3029079v1	9	1	0	0	MRSA	137	1422	50.1	216.104379562044	112	2.71e-06	0	2.23422251842346e-08	7.29e-29	100	25.275	39.0467153284672	30.943	728	70	299.948905109489	241
GCA_030290815.1_ASM3029081v1	10	1	0	0	MRSA	145	1436	50.1	209.108965517241	110	2.91e-06	0	2.25494042494215e-08	2.65e-28	100	25.052	38.6548965517241	30.55	710	70	293.696551724138	237
GCA_030290835.1_ASM3029083v1	10	1	0	0	MRSA	136	1447	50.1	217.042647058824	112	2.83e-06	0	4.90570869151388e-08	4.05e-29	100	25.067	39.3920661764706	31.265	727	70	298.389705882353	240
GCA_030290895.1_ASM3029089v1	9	1	0	0	MRSA	139	1439	50.1	212.853956834532	112	2.98e-06	0	3.51866904019573e-08	9.15e-29	100	25.14	39.6746043165468	30.962	727	70	298.978417266187	240
GCA_030290935.1_ASM3029093v1	9	0	0	0	MSSA	134	1445	50.1	220.403731343284	113.5	2.98e-06	0	2.75444365471215e-08	6.075e-30	100	25.137	39.4973582089552	31.195	728	70	305.10447761194	243
GCA_030290955.1_ASM3029095v1	9	1	0	0	MRSA	138	1424	50.1	214.342028985507	112	2.71e-06	0	2.48132577263918e-08	6.99e-29	100	25.275	39.0436231884058	31.0055	728	70	296.630434782609	240
GCA_030290975.1_ASM3029097v1	14	1	0	0	MRSA	137	1445	50.1	217.602189781022	113	2.98e-06	0	2.85763102029291e-08	1.15e-29	100	25.137	39.2825547445255	31.14	728	70	302.978102189781	241
GCA_030292965.1_ASM3029296v1	10	2	0	0	MRSA	131	1450	50.1	223.552671755725	115	2.81e-06	0	2.24326503745519e-08	4.75e-30	100	25.141	39.6740152671756	31.132	728	70	308.458015267176	243
GCA_030293185.1_ASM3029318v1	10	1	0	0	MRSA	140	1384	50.1	212.412142857143	112.5	2.91e-06	0	2.36690259533437e-08	2.595e-29	100	25.052	39.5129642857143	30.8725	688	70	296.142857142857	240
GCA_030293345.1_ASM3029334v1	10	1	0	0	MRSA	134	1445	50.1	220.070149253731	113.5	2.98e-06	0	3.0016078338829e-08	6.075e-30	100	25.137	39.4820223880597	31.051	728	70	303.037313432836	242
GCA_030293355.1_ASM3029335v1	10	1	0	0	MRSA	131	1449	50.1	223.39465648855	114	2.98e-06	0	2.80074128238996e-08	4.75e-30	100	25.235	39.7969465648855	31.25	710	70	305.75572519084	243
GCA_030293785.1_ASM3029378v1	10	1	0	0	MRSA	141	1436	50.1	213.081560283688	112	2.91e-06	0	2.31706639372682e-08	6.38e-29	100	25.052	39.0458226950355	30.943	710	70	295.801418439716	238
GCA_030293805.1_ASM3029380v1	9	1	0	0	MRSA	136	1439	50.1	216.340441176471	112	2.81e-06	0	4.93534297941902e-08	6.12e-29	100	25.21	39.3141102941176	30.9525	710	70	299.455882352941	243
GCA_030293845.1_ASM3029384v1	10	1	0	0	MRSA	141	1436	50.1	213.122695035461	112	2.91e-06	0	2.31089616871675e-08	6.38e-29	100	25.052	38.9538936170213	30.802	710	70	296.843971631206	238
GCA_030294085.1_ASM3029408v1	10	1	0	0	MRSA	133	1451	50.1	220.967669172932	113	2.71e-06	0	2.57928168673015e-08	1.15e-29	100	25.235	39.7472706766917	31.333	710	70	302.578947368421	240
GCA_030345195.1_ASM3034519v1	13	1	1	0	MRSA	126	1452	50.1	229.243650793651	119	3.03e-06	0	3.50467239466791e-08	4.34e-31	100	25.07	40.2955873015873	31.277	727	70	308.563492063492	244.5
GCA_030408935.1_ASM3040893v1	14	0	1	0	MRSA	137	1445	50.1	216.086861313869	113	2.98e-06	0	2.46374805320488e-08	7.12e-30	100	25.137	39.5992481751825	31.14	728	70	299.605839416058	241
GCA_030408975.1_ASM3040897v1	19	1	1	0	MRSA	138	1445	50.1	215.759420289855	112	2.98e-06	0	2.86018466153693e-08	7.765e-29	100	25.137	39.2542898550725	31.051	728	70	299.13768115942	240
GCA_030408995.1_ASM3040899v1	14	0	1	0	MRSA	138	1445	50.1	215.099275362319	113	2.98e-06	0	2.44217741555057e-08	9.31e-30	100	25.064	39.521615942029	31.051	728	70	298.45652173913	240
GCA_030439815.1_ASM3043981v1	14	1	1	0	MRSA	146	1451	50.1	199.174657534247	107	2.35e-07	0	2.81928470204954e-09	2.25e-26	100	25.235	40.3484589041096	31.6015	710	70	264.890410958904	229
GCA_030445105.1_ASM3044510v1	9	0	0	0	MSSA	156	1383	50.4	187.551923076923	102	2.26e-07	0	2.48511072538951e-09	9.68e-25	100	25.275	40.201967948718	31.5915	688	46	251.141025641026	225.5
GCA_030533465.1_ASM3053346v1	12	0	1	0	MRSA	129	1441	50.4	225.207751937984	118	2.02e-06	0	2.11824273386918e-08	1.43e-30	100	25.141	39.8183178294574	31.25	727	70	308.922480620155	243
GCA_030533495.1_ASM3053349v1	9	0	1	0	MRSA	130	1441	50.4	224.089230769231	115.5	2.02e-06	0	2.10294855904142e-08	2.005e-30	100	25.141	39.7841230769231	31.2685	727	70	307.676923076923	242
GCA_030533515.1_ASM3053351v1	10	2	1	0	MRSA	131	1441	50.4	223.431297709924	113	2.02e-06	0	2.09903388316736e-08	4.58e-30	100	25.141	39.7824045801527	31.287	727	70	307.015267175573	241
GCA_030533535.1_ASM3053353v1	12	1	0	0	MRSA	134	1445	50.1	220.388059701493	113.5	2.98e-06	0	2.49974216309136e-08	6.075e-30	100	25.137	39.4992910447761	31.051	728	70	305.582089552239	243
GCA_030533585.1_ASM3053358v1	9	0	1	0	MRSA	131	1441	50.4	222.701526717557	113	2.02e-06	0	2.08691368454492e-08	4.58e-30	100	25.141	39.7983129770992	31.287	727	70	305.824427480916	241
GCA_030533625.1_ASM3053362v1	12	1	0	0	MRSA	134	1445	50.1	220.370895522388	113.5	2.98e-06	0	2.50108544667191e-08	6.075e-30	100	25.137	39.3596940298507	30.9525	728	70	307.283582089552	246
GCA_030533645.1_ASM3053364v1	12	0	1	0	MRSA	129	1441	50.4	225.187596899225	118	2.02e-06	0	2.11824273390484e-08	1.43e-30	100	25.141	39.8166744186046	31.25	727	70	308.922480620155	243
GCA_030533665.1_ASM3053366v1	10	1	1	0	MRSA	136	1453	50.1	218.338970588235	113	2.78e-06	0	2.87564121326492e-08	9.31e-30	100	25.14	39.5599117647059	31.5255	728	70	303.323529411765	240.5
GCA_030533705.1_ASM3053370v1	9	1	0	0	MRSA	136	1427	50.1	216.507352941176	112	9.6e-07	0	1.32352069506981e-08	9.675e-29	100	25.083	39.2596985294118	31.056	710	70	299.125	241.5
GCA_030533725.1_ASM3053372v1	10	0	1	0	MRSA	131	1450	50.4	223.483969465649	114	2.28e-06	0	1.83170778554414e-08	4.75e-30	100	25.112	39.6823282442748	31.132	728	70	308.343511450382	243
GCA_030533765.1_ASM3053376v1	14	1	1	0	MRSA	131	1441	50.4	223.075572519084	119	2.02e-06	0	2.08592160819637e-08	3.18e-31	100	25.141	40.2391679389313	31.287	727	70	306.328244274809	241
GCA_030533785.1_ASM3053378v1	14	1	1	0	MRSA	130	1441	50.4	225.021538461538	118.5	2.02e-06	0	2.10194855902865e-08	8.755e-31	100	25.141	39.7546384615385	31.2685	727	70	309.623076923077	243
GCA_030533835.1_ASM3053383v1	12	0	1	0	MRSA	129	1441	50.4	225.215503875969	118	2.02e-06	0	2.11824273390484e-08	1.43e-30	100	25.141	39.8633333333333	31.287	727	70	308.503875968992	243
GCA_030533855.1_ASM3053385v1	9	0	1	0	MRSA	129	1441	50.4	225.207751937984	118	2.02e-06	0	2.11824273390484e-08	1.43e-30	100	25.141	39.8183178294574	31.25	727	70	308.922480620155	243
GCA_030533875.1_ASM3053387v1	10	1	1	0	MRSA	137	1427	50.1	215.53503649635	112	9.6e-07	0	1.31389828125394e-08	1.02e-28	100	25.083	39.3359416058394	31.22	710	70	297.875912408759	240
GCA_030533895.1_ASM3053389v1	13	0	1	0	MRSA	131	1441	50.4	224.908396946565	119	2.02e-06	0	2.08592420361622e-08	3.18e-31	100	25.141	39.7008473282443	31.287	727	70	310.274809160305	243
GCA_030533915.1_ASM3053391v1	13	0	1	0	MRSA	130	1441	50.4	224.088461538462	115.5	2.02e-06	0	2.10294855850221e-08	3.005e-30	100	25.141	39.7828	31.2685	727	70	307.676923076923	242
GCA_030533935.1_ASM3053393v1	9	1	0	0	MRSA	136	1427	50.1	216.185294117647	112	9.6e-07	0	1.31815893695216e-08	9.675e-29	100	25.083	39.3651764705882	31.235	710	70	297.713235294118	240
GCA_030533975.1_ASM3053397v1	9	0	0	0	MSSA	130	1449	50.1	224.259230769231	115	2.98e-06	0	2.82228544610066e-08	2.6825e-30	100	25.235	39.8431923076923	31.2095	710	70	306.6	244.5
GCA_030533995.1_ASM3053399v1	13	2	1	0	MRSA	129	1441	50.4	225.203100775194	118	2.02e-06	0	2.11824273390484e-08	1.43e-30	100	25.141	39.8170697674419	31.25	727	70	308.922480620155	243
GCA_030534015.1_ASM3053401v1	12	0	1	0	MRSA	129	1441	50.4	225.192248062015	118	2.02e-06	0	2.11824273390484e-08	1.43e-30	100	25.141	39.8103798449612	31.25	727	70	308.922480620155	243
GCA_030534035.1_ASM3053403v1	10	1	0	0	MRSA	134	1447	53.9	219.934328358209	113.5	5.69e-08	0	1.50142174367077e-09	4.225e-30	100	25.135	40.1511417910448	31.5255	727	70	304.231343283582	242
GCA_030534055.1_ASM3053405v1	10	1	0	0	MRSA	138	1447	50.1	215.144927536232	112	2.83e-06	0	4.6984303002026e-08	6.775e-29	100	25.067	39.151268115942	30.805	731	70	297.81884057971	239.5
GCA_030534095.1_ASM3053409v1	12	0	1	0	MRSA	129	1441	50.4	225.176744186047	118	2.02e-06	0	2.11824273390484e-08	1.43e-30	100	25.141	39.8167906976744	31.25	727	70	308.922480620155	243
GCA_030534115.1_ASM3053411v1	11	1	0	0	MRSA	134	1447	53.9	220.684328358209	113	5.69e-08	0	1.54288041179764e-09	7.89e-30	100	25.135	39.6359328358209	31.308	727	70	304.201492537313	240.5
GCA_030534155.1_ASM3053415v1	10	1	0	0	MRSA	147	1451	52.4	206.134013605442	108	2.35e-07	0	3.69273274686037e-09	2.55e-27	100	25.234	39.0225238095238	31.726	710	70	286.068027210884	237
GCA_030534175.1_ASM3053417v1	12	1	0	0	MRSA	134	1445	50.1	220.379104477612	113.5	2.98e-06	0	2.75421977503166e-08	6.075e-30	100	25.137	39.5187686567164	31.195	728	70	305.298507462687	243
GCA_030534215.1_ASM3053421v1	12	0	0	0	MSSA	132	1451	51.2	223.347727272727	116	5.76e-07	0	5.59273108598727e-09	2.732e-30	100	25.235	39.7661666666667	31.2915	710	70	306.484848484848	242
GCA_030534235.1_ASM3053423v1	9	0	1	0	MRSA	130	1441	50.4	224.079230769231	115.5	2.02e-06	0	2.10294855904144e-08	3.005e-30	100	25.141	39.7828	31.2685	727	70	307.676923076923	242
GCA_030534255.1_ASM3053425v1	12	0	1	0	MRSA	129	1441	50.4	225.215503875969	118	2.02e-06	0	2.11824273390484e-08	1.43e-30	100	25.141	39.8183178294574	31.25	727	70	308.922480620155	243
GCA_030544845.1_ASM3054484v1	9	0	0	0	MSSA	131	1451	50.1	223.395419847328	114	2.71e-06	0	2.61865684370262e-08	4.75e-30	100	25.137	39.7845648854962	31.25	710	70	305.885496183206	241
GCA_030643925.1_ASM3064392v1	8	0	0	0	MSSA	129	1453	50.1	225.503875968992	116	2.71e-06	0	2.64041168959835e-08	7.07e-31	100	25.141	39.8859302325581	31.28	728	70	309.054263565891	243
GCA_030643965.1_ASM3064396v1	8	0	0	0	MSSA	129	1453	50.1	225.480620155039	116	2.71e-06	0	2.64041168959835e-08	7.07e-31	100	25.141	39.8859302325581	31.28	728	70	309.054263565891	243
GCA_030643985.1_ASM3064398v1	8	0	0	0	MSSA	129	1453	50.1	225.480620155039	116	2.71e-06	0	2.64041168959835e-08	7.07e-31	100	25.141	39.8859302325581	31.28	728	70	309.054263565891	243
GCA_030644005.1_ASM3064400v1	9	0	0	0	MSSA	132	1451	51.2	221.55303030303	116	5.76e-07	0	5.59267957084439e-09	2.732e-30	100	25.235	40.2802348484848	31.2915	710	70	303.765151515152	240.5
GCA_030644025.1_ASM3064402v1	9	0	0	0	MSSA	133	1451	51.2	219.285714285714	118	5.76e-07	0	5.55062934850721e-09	7.14e-31	100	25.235	40.735992481203	31.333	710	70	300.533834586466	240
GCA_030644045.1_ASM3064404v1	9	0	0	0	MSSA	133	1451	51.2	219.293233082707	118	5.76e-07	0	5.55062934850721e-09	7.14e-31	100	25.235	40.735992481203	31.333	710	70	300.533834586466	240
GCA_030644085.1_ASM3064408v1	9	0	0	0	MSSA	132	1451	51.2	221.384090909091	116	5.76e-07	0	5.59267957378378e-09	2.732e-30	100	25.235	40.2915833333333	31.2915	710	70	301.954545454545	240.5
GCA_030644145.1_ASM3064414v1	9	0	0	0	MSSA	132	1451	51.2	221.545454545455	116	5.76e-07	0	5.59267957084439e-09	2.732e-30	100	25.235	40.2908333333333	31.2915	710	70	303.098484848485	240.5
GCA_030644165.1_ASM3064416v1	9	0	0	0	MSSA	132	1451	51.2	221.545454545455	116	5.76e-07	0	5.59267957084439e-09	2.732e-30	100	25.235	40.2908333333333	31.2915	710	70	303.098484848485	240.5
GCA_030717545.1_ASM3071754v1	12	1	0	0	MRSA	132	1453	50.1	222.915151515152	115	2.71e-06	0	2.58042104566051e-08	2.7285e-30	100	25.141	39.8382045454545	31.4025	728	69	306.106060606061	243
GCA_030717585.1_ASM3071758v1	12	1	0	0	MRSA	130	1453	50.1	225.330769230769	117	2.71e-06	0	2.62010083044759e-08	5.905e-31	100	25.141	39.8278153846154	31.3065	728	70	309.746153846154	244.5
GCA_030717645.1_ASM3071764v1	9	0	0	0	MSSA	132	1451	51.2	221.484848484848	116	5.76e-07	0	5.59267957084439e-09	2.732e-30	100	25.235	40.3403409090909	31.2915	710	70	302.386363636364	240.5
GCA_030758795.1_ASM3075879v1	11	1	1	0	MRSA	134	1445	50.1	220.35447761194	113.5	2.98e-06	0	2.99045870805462e-08	6.075e-30	100	25.137	39.4926865671642	31.195	728	70	305.10447761194	243
GCA_030758815.1_ASM3075881v1	17	2	1	0	MRSA	135	1450	50.1	220.048888888889	114	2.81e-06	0	2.48790903637615e-08	7.12e-30	100	25.141	39.364762962963	30.962	728	70	306.488888888889	243
GCA_030758835.1_ASM3075883v1	14	2	1	0	MRSA	138	1445	50.1	216.100724637681	112.5	2.98e-06	0	2.8658512092705e-08	5.15e-29	100	25.137	39.1635579710145	30.9525	728	70	301.971014492754	240.5
