##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	taxid	species_taxid	organism_name	infraspecific_name	version_status	assembly_level	ftp_path	genome_size	genome_size_ungapped	gc_percent	total_gene_count	protein_coding_gene_count
GCA_030288615.1	PRJNA914892	SAMN32360920	1280	1280	Staphylococcus aureus	strain=C271	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/615/GCA_030288615.1_ASM3028861v1	2746789	2746789	33.000000	2731	2585
GCA_030288715.1	PRJNA914892	SAMN32360916	1280	1280	Staphylococcus aureus	strain=C256	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/715/GCA_030288715.1_ASM3028871v1	2842590	2842590	33.000000	2863	2720
GCA_030288815.1	PRJNA914892	SAMN32360915	1280	1280	Staphylococcus aureus	strain=C25	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/815/GCA_030288815.1_ASM3028881v1	2737397	2737397	33.000000	2694	2532
GCA_030288915.1	PRJNA914892	SAMN32360890	1280	1280	Staphylococcus aureus	strain=C333	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/915/GCA_030288915.1_ASM3028891v1	2840006	2840006	33.000000	2832	2667
GCA_030289015.1	PRJNA914892	SAMN32360907	1280	1280	Staphylococcus aureus	strain=C207	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/015/GCA_030289015.1_ASM3028901v1	2806027	2806027	33.000000	2812	2666
GCA_030289115.1	PRJNA914892	SAMN32360881	1280	1280	Staphylococcus aureus	strain=C155	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/115/GCA_030289115.1_ASM3028911v1	2747514	2747514	33.000000	2715	2557
GCA_030289215.1	PRJNA914892	SAMN32360894	1280	1280	Staphylococcus aureus	strain=C355	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/215/GCA_030289215.1_ASM3028921v1	2786634	2786634	33.000000	2794	2639
GCA_030289315.1	PRJNA914892	SAMN32360887	1280	1280	Staphylococcus aureus	strain=C182	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/315/GCA_030289315.1_ASM3028931v1	2770992	2770992	33.000000	2739	2586
GCA_030289415.1	PRJNA914892	SAMN32360860	1280	1280	Staphylococcus aureus	strain=C353	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/415/GCA_030289415.1_ASM3028941v1	2721928	2721928	33.000000	2675	2518
GCA_030289435.1	PRJNA914892	SAMN32360875	1280	1280	Staphylococcus aureus	strain=C209	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/435/GCA_030289435.1_ASM3028943v1	2795966	2795966	33.000000	2755	2608
GCA_030289515.1	PRJNA914892	SAMN32360874	1280	1280	Staphylococcus aureus	strain=C149	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/515/GCA_030289515.1_ASM3028951v1	2829483	2829483	33.000000	2864	2722
GCA_030289535.1	PRJNA914892	SAMN32360868	1280	1280	Staphylococcus aureus	strain=C294	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/535/GCA_030289535.1_ASM3028953v1	2842043	2842043	33.000000	2846	2695
GCA_030289615.1	PRJNA914892	SAMN32360861	1280	1280	Staphylococcus aureus	strain=C121	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/615/GCA_030289615.1_ASM3028961v1	2774025	2774025	33.000000	2750	2587
GCA_030289635.1	PRJNA914892	SAMN32360873	1280	1280	Staphylococcus aureus	strain=C179	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/635/GCA_030289635.1_ASM3028963v1	2821078	2821078	33.000000	2798	2660
GCA_030289735.1	PRJNA914892	SAMN32360864	1280	1280	Staphylococcus aureus	strain=C188	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/735/GCA_030289735.1_ASM3028973v1	2723038	2723038	33.000000	2671	2529
GCA_030289835.1	PRJNA914892	SAMN32360841	1280	1280	Staphylococcus aureus	strain=C72	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/835/GCA_030289835.1_ASM3028983v1	2742801	2742801	33.000000	2713	2552
GCA_030289935.1	PRJNA914892	SAMN32360859	1280	1280	Staphylococcus aureus	strain=C24	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/935/GCA_030289935.1_ASM3028993v1	2862172	2862172	33.000000	2851	2686
GCA_030290035.1	PRJNA914892	SAMN32360846	1280	1280	Staphylococcus aureus	strain=C100	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/035/GCA_030290035.1_ASM3029003v1	2788338	2788338	33.000000	2750	2587
GCA_030290135.1	PRJNA914892	SAMN32360830	1280	1280	Staphylococcus aureus	strain=C88	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/135/GCA_030290135.1_ASM3029013v1	2734860	2734860	33.000000	2714	2564
GCA_030290235.1	PRJNA914892	SAMN32360811	1280	1280	Staphylococcus aureus	strain=C200	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/235/GCA_030290235.1_ASM3029023v1	2782173	2782173	33.000000	2761	2609
GCA_030290335.1	PRJNA914892	SAMN32360842	1280	1280	Staphylococcus aureus	strain=C45	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/335/GCA_030290335.1_ASM3029033v1	2829482	2829482	33.000000	2865	2723
GCA_030290435.1	PRJNA914892	SAMN32360837	1280	1280	Staphylococcus aureus	strain=C52	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/435/GCA_030290435.1_ASM3029043v1	2913402	2913402	33.000000	2931	2750
GCA_030290535.1	PRJNA914892	SAMN32360834	1280	1280	Staphylococcus aureus	strain=C13	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/535/GCA_030290535.1_ASM3029053v1	2916141	2916141	33.000000	2937	2733
GCA_030290635.1	PRJNA914892	SAMN32360826	1280	1280	Staphylococcus aureus	strain=C58	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/635/GCA_030290635.1_ASM3029063v1	2796804	2796804	33.000000	2787	2628
GCA_030290655.1	PRJNA914892	SAMN32360815	1280	1280	Staphylococcus aureus	strain=C254	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/655/GCA_030290655.1_ASM3029065v1	2779503	2779503	33.000000	2773	2621
GCA_030290735.1	PRJNA914892	SAMN32360809	1280	1280	Staphylococcus aureus	strain=C164	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/735/GCA_030290735.1_ASM3029073v1	2756760	2756760	33.000000	2735	2594
GCA_030290755.1	PRJNA914892	SAMN32360814	1280	1280	Staphylococcus aureus	strain=C249	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/755/GCA_030290755.1_ASM3029075v1	2861863	2861863	33.000000	2867	2714
GCA_030290835.1	PRJNA914892	SAMN32360801	1280	1280	Staphylococcus aureus	strain=C10	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/835/GCA_030290835.1_ASM3029083v1	2898107	2898107	33.000000	2924	2740
GCA_030290855.1	PRJNA914892	SAMN32360808	1280	1280	Staphylococcus aureus	strain=C152	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/855/GCA_030290855.1_ASM3029085v1	2807132	2807132	33.000000	2798	2645
GCA_030290955.1	PRJNA914892	SAMN32360802	1280	1280	Staphylococcus aureus	strain=C102	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/955/GCA_030290955.1_ASM3029095v1	2822816	2822816	33.000000	2814	2657
GCA_030288875.1	PRJNA914892	SAMN32360902	1280	1280	Staphylococcus aureus	strain=C181	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/875/GCA_030288875.1_ASM3028887v1	2811358	2811358	33.000000	2809	2664
GCA_030288955.1	PRJNA914892	SAMN32360909	1280	1280	Staphylococcus aureus	strain=C230	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/955/GCA_030288955.1_ASM3028895v1	2805901	2805901	33.000000	2795	2628
GCA_030288975.1	PRJNA914892	SAMN32360908	1280	1280	Staphylococcus aureus	strain=C214	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/975/GCA_030288975.1_ASM3028897v1	2769080	2769080	33.000000	2759	2607
GCA_030289055.1	PRJNA914892	SAMN32360896	1280	1280	Staphylococcus aureus	strain=C325	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/055/GCA_030289055.1_ASM3028905v1	2858748	2858748	33.000000	2864	2700
GCA_030289075.1	PRJNA914892	SAMN32360900	1280	1280	Staphylococcus aureus	strain=C154	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/075/GCA_030289075.1_ASM3028907v1	2821454	2821454	33.000000	2785	2604
GCA_030289175.1	PRJNA914892	SAMN32360893	1280	1280	Staphylococcus aureus	strain=C285	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/175/GCA_030289175.1_ASM3028917v1	2843801	2843801	33.000000	2825	2666
GCA_030289275.1	PRJNA914892	SAMN32360882	1280	1280	Staphylococcus aureus	strain=C339	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/275/GCA_030289275.1_ASM3028927v1	2791975	2791975	33.000000	2777	2631
GCA_030289375.1	PRJNA914892	SAMN32360885	1280	1280	Staphylococcus aureus	strain=C183	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/375/GCA_030289375.1_ASM3028937v1	2855804	2855804	33.000000	2845	2664
GCA_030289475.1	PRJNA914892	SAMN32360880	1280	1280	Staphylococcus aureus	strain=C197	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/475/GCA_030289475.1_ASM3028947v1	2794567	2794567	33.000000	2783	2639
GCA_030289575.1	PRJNA914892	SAMN32360878	1280	1280	Staphylococcus aureus	strain=C276	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/575/GCA_030289575.1_ASM3028957v1	2798238	2798238	33.000000	2760	2580
GCA_030289675.1	PRJNA914892	SAMN32360872	1280	1280	Staphylococcus aureus	strain=C133	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/675/GCA_030289675.1_ASM3028967v1	2821846	2821846	33.000000	2795	2657
GCA_030289775.1	PRJNA914892	SAMN32360862	1280	1280	Staphylococcus aureus	strain=C255	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/775/GCA_030289775.1_ASM3028977v1	2737883	2737883	33.000000	2717	2573
GCA_030289875.1	PRJNA914892	SAMN32360854	1280	1280	Staphylococcus aureus	strain=C76	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/875/GCA_030289875.1_ASM3028987v1	2916067	2916067	33.000000	2938	2734
GCA_030289975.1	PRJNA914892	SAMN32360857	1280	1280	Staphylococcus aureus	strain=C113	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/975/GCA_030289975.1_ASM3028997v1	2913402	2913402	33.000000	2929	2747
GCA_030289995.1	PRJNA914892	SAMN32360848	1280	1280	Staphylococcus aureus	strain=C320	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/995/GCA_030289995.1_ASM3028999v1	2728737	2728737	33.000000	2712	2560
GCA_030290075.1	PRJNA914892	SAMN32360832	1280	1280	Staphylococcus aureus	strain=C22	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/075/GCA_030290075.1_ASM3029007v1	2775746	2775746	33.000000	2778	2623
GCA_030290095.1	PRJNA914892	SAMN32360850	1280	1280	Staphylococcus aureus	strain=C318	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/095/GCA_030290095.1_ASM3029009v1	2946430	2946430	33.000000	2975	2770
GCA_030290175.1	PRJNA914892	SAMN32360824	1280	1280	Staphylococcus aureus	strain=C53	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/175/GCA_030290175.1_ASM3029017v1	2815447	2815447	33.000000	2816	2663
GCA_030290195.1	PRJNA914892	SAMN32360845	1280	1280	Staphylococcus aureus	strain=C241	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/195/GCA_030290195.1_ASM3029019v1	2828934	2828934	33.000000	2835	2675
GCA_030290275.1	PRJNA914892	SAMN32360843	1280	1280	Staphylococcus aureus	strain=C224	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/275/GCA_030290275.1_ASM3029027v1	2877826	2877826	33.000000	2898	2720
GCA_030290295.1	PRJNA914892	SAMN32360823	1280	1280	Staphylococcus aureus	strain=C5	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/295/GCA_030290295.1_ASM3029029v1	2737315	2737315	33.000000	2693	2530
GCA_030290395.1	PRJNA914892	SAMN32360838	1280	1280	Staphylococcus aureus	strain=C9	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/395/GCA_030290395.1_ASM3029039v1	2701265	2701265	33.000000	2653	2498
GCA_030290495.1	PRJNA914892	SAMN32360818	1280	1280	Staphylococcus aureus	strain=C280	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/495/GCA_030290495.1_ASM3029049v1	2828954	2828954	33.000000	2836	2675
GCA_030290595.1	PRJNA914892	SAMN32360828	1280	1280	Staphylococcus aureus	strain=C84	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/595/GCA_030290595.1_ASM3029059v1	2892710	2892710	33.000000	2910	2722
GCA_030290695.1	PRJNA914892	SAMN32360820	1280	1280	Staphylococcus aureus	strain=C326	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/695/GCA_030290695.1_ASM3029069v1	2748259	2748259	33.000000	2719	2572
GCA_030290795.1	PRJNA914892	SAMN32360813	1280	1280	Staphylococcus aureus	strain=C205	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/795/GCA_030290795.1_ASM3029079v1	2850581	2850581	33.000000	2860	2708
GCA_030290895.1	PRJNA914892	SAMN32360807	1280	1280	Staphylococcus aureus	strain=C150	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/895/GCA_030290895.1_ASM3029089v1	2873461	2873461	33.000000	2874	2701
GCA_032077755.1	PRJNA1018687	SAMN37447445	1280	1280	Staphylococcus aureus	strain=10-5-1	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/077/755/GCA_032077755.1_ASM3207775v1	2930406	2930406	33.000000	2954	2759
GCA_030293085.1	PRJNA914892	SAMN32360953	1280	1280	Staphylococcus aureus	strain=C900	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/293/085/GCA_030293085.1_ASM3029308v1	2757933	2757933	33.000000	2740	2600
GCA_030293185.1	PRJNA914892	SAMN32360947	1280	1280	Staphylococcus aureus	strain=C887	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/293/185/GCA_030293185.1_ASM3029318v1	2863232	2863232	33.000000	2845	2658
GCA_030293345.1	PRJNA914892	SAMN32360951	1280	1280	Staphylococcus aureus	strain=C64	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/293/345/GCA_030293345.1_ASM3029334v1	2855694	2855694	33.000000	2881	2739
GCA_030293805.1	PRJNA914892	SAMN32360940	1280	1280	Staphylococcus aureus	strain=C871	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/293/805/GCA_030293805.1_ASM3029380v1	2831379	2831379	33.000000	2842	2649
GCA_030287665.1	PRJNA914892	SAMN32360971	1280	1280	Staphylococcus aureus	strain=C344	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/287/665/GCA_030287665.1_ASM3028766v1	2837802	2837802	33.000000	2829	2664
GCA_030287765.1	PRJNA914892	SAMN32360949	1280	1280	Staphylococcus aureus	strain=C890	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/287/765/GCA_030287765.1_ASM3028776v1	2879773	2879773	33.000000	2871	2673
GCA_030287785.1	PRJNA914892	SAMN32360955	1280	1280	Staphylococcus aureus	strain=C903	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/287/785/GCA_030287785.1_ASM3028778v1	2868138	2868138	33.000000	2893	2731
GCA_030287825.1	PRJNA914892	SAMN32360964	1280	1280	Staphylococcus aureus	strain=C911	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/287/825/GCA_030287825.1_ASM3028782v1	2782176	2782176	33.000000	2760	2612
GCA_030287925.1	PRJNA914892	SAMN32360961	1280	1280	Staphylococcus aureus	strain=C909	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/287/925/GCA_030287925.1_ASM3028792v1	2861863	2861863	33.000000	2867	2714
GCA_030288075.1	PRJNA914892	SAMN32360942	1280	1280	Staphylococcus aureus	strain=C331	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/075/GCA_030288075.1_ASM3028807v1	2828887	2828887	33.000000	2847	2680
GCA_030288175.1	PRJNA914892	SAMN32360944	1280	1280	Staphylococcus aureus	strain=C884	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/175/GCA_030288175.1_ASM3028817v1	2866360	2866360	33.000000	2858	2701
GCA_030288275.1	PRJNA914892	SAMN32360934	1280	1280	Staphylococcus aureus	strain=C865	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/275/GCA_030288275.1_ASM3028827v1	2839025	2839025	33.000000	2840	2678
GCA_030288375.1	PRJNA914892	SAMN32360935	1280	1280	Staphylococcus aureus	strain=C866	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/375/GCA_030288375.1_ASM3028837v1	2861863	2861863	33.000000	2867	2714
GCA_030288475.1	PRJNA914892	SAMN32360930	1280	1280	Staphylococcus aureus	strain=C322	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/475/GCA_030288475.1_ASM3028847v1	2887455	2887455	33.000000	2924	2756
GCA_030288495.1	PRJNA914892	SAMN32360912	1280	1280	Staphylococcus aureus	strain=C243	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/495/GCA_030288495.1_ASM3028849v1	2717364	2717364	33.000000	2680	2535
GCA_030288575.1	PRJNA914892	SAMN32360923	1280	1280	Staphylococcus aureus	strain=C292	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/575/GCA_030288575.1_ASM3028857v1	2757805	2757805	33.000000	2713	2546
GCA_030288595.1	PRJNA914892	SAMN32360918	1280	1280	Staphylococcus aureus	strain=C263	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/595/GCA_030288595.1_ASM3028859v1	2861863	2861863	33.000000	2867	2714
GCA_030288675.1	PRJNA914892	SAMN32360921	1280	1280	Staphylococcus aureus	strain=C286	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/675/GCA_030288675.1_ASM3028867v1	2792306	2792306	33.000000	2760	2619
GCA_030288695.1	PRJNA914892	SAMN32360911	1280	1280	Staphylococcus aureus	strain=C239	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/695/GCA_030288695.1_ASM3028869v1	2754846	2754846	33.000000	2731	2584
GCA_030288795.1	PRJNA914892	SAMN32360905	1280	1280	Staphylococcus aureus	strain=C19	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/795/GCA_030288795.1_ASM3028879v1	2731768	2731768	33.000000	2696	2546
GCA_030288895.1	PRJNA914892	SAMN32360901	1280	1280	Staphylococcus aureus	strain=C167	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/895/GCA_030288895.1_ASM3028889v1	2824648	2824648	33.000000	2816	2650
GCA_030288995.1	PRJNA914892	SAMN32360897	1280	1280	Staphylococcus aureus	strain=C363	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/288/995/GCA_030288995.1_ASM3028899v1	2810000	2810000	33.000000	2801	2652
GCA_030289095.1	PRJNA914892	SAMN32360899	1280	1280	Staphylococcus aureus	strain=C357	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/095/GCA_030289095.1_ASM3028909v1	2821739	2821739	33.000000	2801	2638
GCA_030289195.1	PRJNA914892	SAMN32360847	1280	1280	Staphylococcus aureus	strain=C364	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/195/GCA_030289195.1_ASM3028919v1	2723036	2723036	33.000000	2671	2529
GCA_030289295.1	PRJNA914892	SAMN32360891	1280	1280	Staphylococcus aureus	strain=C245	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/295/GCA_030289295.1_ASM3028929v1	2768369	2768369	33.000000	2768	2628
GCA_030289395.1	PRJNA914892	SAMN32360884	1280	1280	Staphylococcus aureus	strain=C342	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/395/GCA_030289395.1_ASM3028939v1	2822141	2822141	33.000000	2792	2648
GCA_030289495.1	PRJNA914892	SAMN32360876	1280	1280	Staphylococcus aureus	strain=C91	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/495/GCA_030289495.1_ASM3028949v1	2757288	2757288	33.000000	2734	2570
GCA_030289595.1	PRJNA914892	SAMN32360869	1280	1280	Staphylococcus aureus	strain=C21	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/595/GCA_030289595.1_ASM3028959v1	2741419	2741419	33.000000	2699	2532
GCA_030289695.1	PRJNA914892	SAMN32360855	1280	1280	Staphylococcus aureus	strain=C208	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/695/GCA_030289695.1_ASM3028969v1	2766402	2766402	33.000000	2746	2590
GCA_030289715.1	PRJNA914892	SAMN32360871	1280	1280	Staphylococcus aureus	strain=C351	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/715/GCA_030289715.1_ASM3028971v1	2725041	2725041	33.000000	2683	2524
GCA_030289795.1	PRJNA914892	SAMN32360870	1280	1280	Staphylococcus aureus	strain=C273	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/795/GCA_030289795.1_ASM3028979v1	2899534	2899534	33.000000	2917	2720
GCA_030289815.1	PRJNA914892	SAMN32360852	1280	1280	Staphylococcus aureus	strain=C79	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/815/GCA_030289815.1_ASM3028981v1	2806022	2806022	33.000000	2812	2659
GCA_030289895.1	PRJNA914892	SAMN32360863	1280	1280	Staphylococcus aureus	strain=C56	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/895/GCA_030289895.1_ASM3028989v1	2734856	2734856	33.000000	2714	2562
GCA_030289915.1	PRJNA914892	SAMN32360858	1280	1280	Staphylococcus aureus	strain=C195	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/289/915/GCA_030289915.1_ASM3028991v1	2702260	2702260	33.000000	2651	2491
GCA_030290015.1	PRJNA914892	SAMN32360856	1280	1280	Staphylococcus aureus	strain=C240	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/015/GCA_030290015.1_ASM3029001v1	2760738	2760738	33.000000	2731	2573
GCA_030290115.1	PRJNA914892	SAMN32360849	1280	1280	Staphylococcus aureus	strain=C235	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/115/GCA_030290115.1_ASM3029011v1	2731767	2731767	33.000000	2696	2545
GCA_030290215.1	PRJNA914892	SAMN32360844	1280	1280	Staphylococcus aureus	strain=C222	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/215/GCA_030290215.1_ASM3029021v1	2791053	2791053	33.000000	2750	2594
GCA_030290315.1	PRJNA914892	SAMN32360810	1280	1280	Staphylococcus aureus	strain=C18	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/315/GCA_030290315.1_ASM3029031v1	2735993	2735993	33.000000	2726	2579
GCA_030290415.1	PRJNA914892	SAMN32360825	1280	1280	Staphylococcus aureus	strain=C57	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/415/GCA_030290415.1_ASM3029041v1	2842694	2842694	33.000000	2849	2686
GCA_030290515.1	PRJNA914892	SAMN32360835	1280	1280	Staphylococcus aureus	strain=C80	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/515/GCA_030290515.1_ASM3029051v1	2765300	2765300	33.000000	2750	2596
GCA_030290615.1	PRJNA914892	SAMN32360827	1280	1280	Staphylococcus aureus	strain=C69	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/615/GCA_030290615.1_ASM3029061v1	2874724	2874724	33.000000	2900	2708
GCA_030290715.1	PRJNA914892	SAMN32360819	1280	1280	Staphylococcus aureus	strain=C299	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/715/GCA_030290715.1_ASM3029071v1	2919083	2919083	33.000000	2975	2790
GCA_030290815.1	PRJNA914892	SAMN32360812	1280	1280	Staphylococcus aureus	strain=C201	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/815/GCA_030290815.1_ASM3029081v1	2867965	2867965	33.000000	2855	2657
GCA_030290915.1	PRJNA914892	SAMN32360805	1280	1280	Staphylococcus aureus	strain=C142	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/915/GCA_030290915.1_ASM3029091v1	2829481	2829481	33.000000	2866	2724
GCA_030290935.1	PRJNA914892	SAMN32360804	1280	1280	Staphylococcus aureus	strain=C137	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/290/935/GCA_030290935.1_ASM3029093v1	2776891	2776891	33.000000	2775	2630
